location,date,total_cases,new_cases,total_deaths,new_deaths,stringency_index,human_development_index
United States,4/3/2020,245540,28819,6053,915,72.69,0.924
United States,4/4/2020,277965,32425,7157,1104,72.69,0.924
United States,4/5/2020,312237,34272,8501,1344,72.69,0.924
United States,4/6/2020,337635,25398,9647,1146,72.69,0.924
United States,4/7/2020,368196,30561,10989,1342,72.69,0.924
United States,4/8/2020,398809,30613,12895,1906,72.69,0.924
United States,4/9/2020,432132,33323,14817,1922,72.69,0.924
United States,4/10/2020,466033,33901,16690,1873,72.69,0.924
United States,4/11/2020,501560,35527,18777,2087,72.69,0.924
United States,4/12/2020,529951,28391,20608,1831,72.69,0.924
United States,4/13/2020,557571,27620,22108,1500,72.69,0.924
United States,4/14/2020,582594,25023,23649,1541,72.69,0.924
United States,4/15/2020,609516,26922,26057,2408,72.69,0.924
United States,4/16/2020,639664,30148,30985,4928,72.69,0.924
United States,4/17/2020,671331,31667,33284,2299,72.69,0.924
United States,4/18/2020,702164,30833,37054,3770,72.69,0.924
United States,4/19/2020,735086,32922,38910,1856,72.69,0.924
United States,4/20/2020,759687,24601,40682,1772,72.69,0.924
United States,4/21/2020,787752,28065,42539,1857,72.69,0.924
United States,4/22/2020,825041,37289,45063,2524,72.69,0.924
United States,4/23/2020,842629,17588,46784,1721,72.69,0.924
United States,4/24/2020,869172,26543,49963,3179,72.69,0.924
United States,4/25/2020,890524,21352,51017,1054,72.69,0.924
United States,4/26/2020,939053,48529,53189,2172,72.69,0.924
United States,4/27/2020,965910,26857,54876,1687,72.69,0.924
United States,4/28/2020,988451,22541,56245,1369,72.69,0.924
United States,4/29/2020,1012583,24132,58355,2110,72.69,0.924
United States,4/30/2020,1039909,27326,60966,2611,72.69,0.924
United States,5/1/2020,1069826,29917,63006,2040,72.69,0.924
United States,5/2/2020,1103781,33955,65068,2062,72.69,0.924
United States,5/3/2020,1133069,29288,66385,1317,72.69,0.924
United States,5/4/2020,1158041,24972,67682,1297,72.69,0.924
United States,5/5/2020,1180634,22593,68934,1252,72.69,0.924
United States,5/6/2020,1204475,23841,71078,2144,72.69,0.924
United States,5/7/2020,1228603,24128,73431,2353,72.69,0.924
United States,5/8/2020,1256972,28369,75670,2239,72.69,0.924
United States,5/9/2020,1283929,26957,77180,1510,72.69,0.924
United States,5/10/2020,1309541,25612,78794,1614,72.69,0.924
United States,5/11/2020,1329799,20258,79528,734,72.69,0.924
United States,5/12/2020,1347916,18117,80684,1156,72.69,0.924
United States,5/13/2020,1369964,22048,82387,1703,72.69,0.924
United States,5/14/2020,1390746,20782,84133,1746,72.69,0.924
United States,5/15/2020,1417889,27143,85906,1773,72.69,0.924
United States,5/16/2020,1443397,25508,87568,1662,72.69,0.924
United States,5/17/2020,1467884,24487,88754,1186,72.69,0.924
United States,5/18/2020,1486757,18873,89562,808,72.69,0.924
United States,5/19/2020,1508598,21841,90353,791,72.69,0.924
United States,5/20/2020,1528568,19970,91921,1568,72.69,0.924
United States,5/21/2020,1551853,23285,93439,1518,72.69,0.924
United States,5/22/2020,1577287,25434,94702,1263,72.69,0.924
United States,5/23/2020,1601434,24147,96007,1305,72.69,0.924
United States,5/24/2020,1622670,21236,97087,1080,72.69,0.924
United States,5/25/2020,1643238,20568,97720,633,72.69,0.924
United States,5/26/2020,1662302,19064,98220,500,72.69,0.924
United States,5/27/2020,1681212,18910,98916,696,72.69,0.924
United States,5/28/2020,1699933,18721,100442,1526,72.69,0.924
United States,5/29/2020,1721750,21817,101617,1175,72.69,0.924
United States,5/30/2020,1747087,25337,102836,1219,72.69,0.924
United States,5/31/2020,1770384,23297,103781,945,72.69,0.924
United States,6/1/2020,1790191,19807,104383,602,72.69,0.924
United States,6/2/2020,1811277,21086,105147,764,72.69,0.924
United States,6/3/2020,1831821,20544,106181,1034,72.69,0.924
United States,6/4/2020,1851520,19699,107175,994,72.69,0.924
United States,6/5/2020,1872660,21140,108211,1036,72.69,0.924
United States,6/6/2020,1897838,25178,109143,932,72.69,0.924
United States,6/7/2020,1920061,22223,109802,659,72.69,0.924
United States,6/8/2020,1942363,22302,110514,712,72.69,0.924
United States,6/9/2020,1961185,18822,111007,493,72.69,0.924
United States,6/10/2020,1979850,18665,112006,999,72.69,0.924
United States,6/11/2020,2000464,20614,112924,918,72.69,0.924
United States,6/12/2020,2023347,22883,113820,896,72.69,0.924
United States,6/13/2020,2048986,25639,114669,849,72.69,0.924
United States,6/14/2020,2074526,25540,115436,767,72.69,0.924
United States,6/15/2020,2094069,19543,115732,296,68.98,0.924
United States,6/16/2020,2114026,19957,116127,395,68.98,0.924
United States,6/17/2020,2137731,23705,116963,836,68.98,0.924
United States,6/18/2020,2163290,25559,117717,754,68.98,0.924
United States,6/19/2020,2191052,27762,118434,717,68.98,0.924
United States,6/20/2020,2220961,29909,119112,678,68.98,0.924
United States,6/21/2020,2255119,34158,119719,607,68.98,0.924
United States,6/22/2020,2280912,25793,119975,256,68.98,0.924
United States,6/23/2020,2312302,31390,120402,427,68.98,0.924
United States,6/24/2020,2347022,34720,121228,826,68.98,0.924
United States,6/25/2020,2381361,34339,121979,751,68.98,0.924
United States,6/26/2020,2422310,40949,124416,2437,68.98,0.924
United States,6/27/2020,2467837,45527,125039,623,68.98,0.924
United States,6/28/2020,2510323,42486,125539,500,68.98,0.924
United States,6/29/2020,2548996,38673,125804,265,68.98,0.924
United States,6/30/2020,2590552,41556,126140,336,68.98,0.924
United States,7/1/2020,2634432,43880,127410,1270,68.98,0.924
United States,7/2/2020,2686480,52048,128062,652,68.98,0.924
United States,7/3/2020,2739879,53399,128740,678,68.98,0.924
United States,7/4/2020,2794321,54442,129434,694,68.98,0.924
United States,7/5/2020,2839542,45221,129676,242,68.98,0.924
United States,7/6/2020,2888635,49093,129947,271,68.98,0.924
United States,7/7/2020,2938625,49990,130306,359,68.98,0.924
United States,7/8/2020,2996098,57473,131480,1174,68.98,0.924
United States,7/9/2020,3055004,58906,132309,829,68.98,0.924
United States,7/10/2020,3118008,63004,133291,982,68.98,0.924
United States,7/11/2020,3184633,66625,134097,806,68.98,0.924
United States,7/12/2020,3247684,63051,134814,717,68.98,0.924
United States,7/13/2020,3304942,57258,135205,391,68.98,0.924
United States,7/14/2020,3363056,58114,135605,400,68.98,0.924
United States,7/15/2020,3431574,68518,136466,861,68.98,0.924
United States,7/16/2020,3499291,67717,137419,953,68.98,0.924
United States,7/17/2020,3576221,76930,138358,939,68.98,0.924
United States,7/18/2020,3647715,71494,139266,908,68.98,0.924
United States,7/19/2020,3711464,63749,140119,853,68.98,0.924
United States,7/20/2020,3773260,61796,140534,415,67.13,0.924
United States,7/21/2020,3830010,56750,140906,372,67.13,0.924
United States,7/22/2020,3902058,72048,142066,1160,67.13,0.924
United States,7/23/2020,3970906,68848,143190,1124,67.13,0.924
United States,7/24/2020,4034102,63196,144242,1052,67.13,0.924
United States,7/25/2020,4112529,78427,145546,1304,67.13,0.924
United States,7/26/2020,4178027,65498,146460,914,67.13,0.924
United States,7/27/2020,4234020,55993,146935,475,67.13,0.924
United States,7/28/2020,4290263,56243,148011,1076,67.13,0.924
United States,7/29/2020,4351997,61734,149256,1245,67.13,0.924
United States,7/30/2020,4426982,74985,150713,1457,67.13,0.924
United States,7/31/2020,4495014,68032,152070,1357,67.13,0.924
United States,8/1/2020,4562037,67023,153314,1244,67.13,0.924
United States,8/2/2020,4620444,58407,154447,1133,67.13,0.924
United States,8/3/2020,4667955,47511,154860,413,67.13,0.924
United States,8/4/2020,4713562,45607,155403,543,67.13,0.924
United States,8/5/2020,4771087,57525,156806,1403,67.13,0.924
United States,8/6/2020,4823891,52804,158256,1450,67.13,0.924
United States,8/7/2020,4883646,59755,160104,1848,67.13,0.924
United States,8/8/2020,4941796,58150,161356,1252,67.13,0.924
United States,8/9/2020,4998017,56221,162425,1069,67.13,0.924
United States,8/10/2020,5044864,46847,162938,513,67.13,0.924
United States,8/11/2020,5094394,49530,163461,523,67.13,0.924
United States,8/12/2020,5141207,46813,164537,1076,67.13,0.924
United States,8/13/2020,5197148,55941,166027,1490,67.13,0.924
United States,8/14/2020,5248242,51094,167110,1083,67.13,0.924
United States,8/15/2020,5313080,64838,168446,1336,67.13,0.924
United States,8/16/2020,5361165,48085,169481,1035,67.13,0.924
United States,8/17/2020,5403269,42104,170052,571,67.13,0.924
United States,8/18/2020,5438325,35056,170497,445,67.13,0.924
United States,8/19/2020,5482416,44091,171821,1324,67.13,0.924
United States,8/20/2020,5529842,47426,173177,1356,67.13,0.924
United States,8/21/2020,5573847,44005,174255,1078,67.13,0.924
United States,8/22/2020,5623727,49880,175406,1151,67.13,0.924
United States,8/23/2020,5668105,44378,176362,956,67.13,0.924
United States,8/24/2020,5702611,34506,176806,444,67.13,0.924
United States,8/25/2020,5740909,38298,177279,473,67.13,0.924
United States,8/26/2020,5779028,38119,178486,1207,67.13,0.924
United States,8/27/2020,5821876,42848,179714,1228,67.13,0.924
United States,8/28/2020,5867785,45909,180824,1110,67.13,0.924
United States,8/29/2020,5917439,49654,181773,949,67.13,0.924
United States,8/30/2020,5961582,44143,182779,1006,67.13,0.924
United States,8/31/2020,5997163,35581,183069,290,67.13,0.924
United States,9/1/2020,6031013,33850,183598,529,67.13,0.924
United States,9/2/2020,6075652,44639,184689,1091,67.13,0.924
United States,9/3/2020,6114406,38754,185744,1055,67.13,0.924
United States,9/4/2020,6150655,36249,186797,1053,67.13,0.924
United States,9/5/2020,6201726,51071,187765,968,67.13,0.924
United States,9/6/2020,6245866,44140,188538,773,67.13,0.924
United States,9/7/2020,6276421,30555,188941,403,67.13,0.924
United States,9/8/2020,6300671,24250,189208,267,67.13,0.924
United States,9/9/2020,6327793,27122,189679,471,67.13,0.924
United States,9/10/2020,6359720,31927,190815,1136,67.13,0.924
United States,9/11/2020,6397227,37507,191789,974,67.13,0.924
United States,9/12/2020,6445288,48061,193016,1227,62.5,0.924
United States,9/13/2020,6486108,40820,193701,685,62.5,0.924
United States,9/14/2020,6519979,33871,194079,378,62.5,0.924
United States,9/15/2020,6554820,34841,194530,451,62.5,0.924
United States,9/16/2020,6606293,51473,195937,1407,62.5,0.924
United States,9/17/2020,6630891,24598,196802,865,62.5,0.924
United States,9/18/2020,6674458,43567,197633,831,62.5,0.924
United States,9/19/2020,6724667,50209,198589,956,62.5,0.924
United States,9/20/2020,6764962,40295,199258,669,62.5,0.924
United States,9/21/2020,6804814,39852,199509,251,62.5,0.924
United States,9/22/2020,6857967,53153,199881,372,62.5,0.924
United States,9/23/2020,6896274,38307,200807,926,62.5,0.924
United States,9/24/2020,6934204,37930,201909,1102,62.5,0.924
United States,9/25/2020,6978417,44213,202810,901,62.5,0.924
United States,9/26/2020,7033430,55013,203774,964,62.5,0.924
United States,9/27/2020,7078798,45368,204497,723,62.5,0.924
United States,9/28/2020,7115046,36248,204756,259,62.5,0.924
United States,9/29/2020,7148044,32998,205070,314,62.5,0.924
United States,9/30/2020,7191061,43017,205998,928,62.5,0.924
United States,10/1/2020,7233043,41982,206928,930,62.5,0.924
United States,10/2/2020,7277814,44771,207808,880,62.5,0.924
United States,10/3/2020,7332285,54471,208716,908,62.5,0.924
United States,10/4/2020,7382944,50659,209394,678,62.5,0.924
United States,10/5/2020,7417845,34901,209794,400,62.5,0.924
United States,10/6/2020,7458550,40705,210192,398,62.5,0.924
United States,10/7/2020,7501612,43062,210909,717,62.5,0.924
United States,10/8/2020,7549794,48182,211801,892,62.5,0.924
United States,10/9/2020,7606594,56800,212773,972,62.5,0.924
United States,10/10/2020,7664676,58082,213787,1014,62.5,0.924
United States,10/11/2020,7718947,54271,214377,590,62.5,0.924
United States,10/12/2020,7762544,43597,214771,394,62.5,0.924
United States,10/13/2020,7804197,41653,215085,314,66.2,0.924
United States,10/14/2020,7856714,52517,215902,817,66.2,0.924
United States,10/15/2020,7916100,59386,216872,970,66.2,0.924
United States,10/16/2020,7979885,63785,217700,828,66.2,0.924
United States,10/17/2020,8050141,70256,218599,899,66.2,0.924
United States,10/18/2020,8106752,56611,219289,690,66.2,0.924
United States,10/19/2020,8154595,47843,219674,385,66.2,0.924
United States,10/20/2020,8214755,60160,220133,459,66.2,0.924
United States,10/21/2020,8273304,58549,221066,933,66.2,0.924
United States,10/22/2020,8336282,62978,222201,1135,66.2,0.924
United States,10/23/2020,8408340,72058,223042,841,66.2,0.924
United States,10/24/2020,8493669,85329,223995,953,66.2,0.924
United States,10/25/2020,8576725,83056,224899,904,66.2,0.924
United States,10/26/2020,8636165,59440,225230,331,0,0.924
United States,10/27/2020,8704524,68359,225735,505,0,0.924
United States,10/28/2020,8779653,75129,226723,988,0,0.924
United States,10/29/2020,8858024,78371,227700,977,0,0.924
United States,10/30/2020,8946154,88130,228668,968,0,0.924
United States,10/31/2020,9047427,101273,229708,1040,0,0.924
World,12/31/2019,27,27,0,0,0,0
World,1/1/2020,27,0,0,0,0,0
World,1/2/2020,27,0,0,0,0,0
World,1/3/2020,44,17,0,0,0,0
World,1/4/2020,44,0,0,0,0,0
World,1/5/2020,59,15,0,0,0,0
World,1/6/2020,59,0,0,0,0,0
World,1/7/2020,59,0,0,0,0,0
World,1/8/2020,59,0,0,0,0,0
World,1/9/2020,59,0,0,0,0,0
World,1/10/2020,59,0,0,0,0,0
World,1/11/2020,59,0,1,1,0,0
World,1/12/2020,59,0,1,0,0,0
World,1/13/2020,60,1,1,0,0,0
World,1/14/2020,61,1,1,0,0,0
World,1/15/2020,62,1,2,1,0,0
World,1/16/2020,62,0,2,0,0,0
World,1/17/2020,67,5,2,0,0,0
World,1/18/2020,84,17,2,0,0,0
World,1/19/2020,220,136,3,1,0,0
World,1/20/2020,240,20,3,0,0,0
World,1/21/2020,393,153,6,3,0,0
World,1/22/2020,535,142,17,11,0,0
World,1/23/2020,632,97,17,0,0,0
World,1/24/2020,898,266,26,9,0,0
World,1/25/2020,1351,453,41,15,0,0
World,1/26/2020,2024,673,56,15,0,0
World,1/27/2020,2821,797,81,25,0,0
World,1/28/2020,4588,1767,106,25,0,0
World,1/29/2020,6068,1480,132,26,0,0
World,1/30/2020,7825,1757,170,38,0,0
World,1/31/2020,9826,2001,213,43,0,0
World,2/1/2020,11948,2122,259,46,0,0
World,2/2/2020,14556,2608,305,46,0,0
World,2/3/2020,17374,2818,362,57,0,0
World,2/4/2020,20617,3243,427,65,0,0
World,2/5/2020,24525,3908,493,66,0,0
World,2/6/2020,28276,3751,565,72,0,0
World,2/7/2020,31494,3218,638,73,0,0
World,2/8/2020,34936,3442,724,86,0,0
World,2/9/2020,37554,2618,813,89,0,0
World,2/10/2020,40546,2992,910,97,0,0
World,2/11/2020,43109,2563,1018,108,0,0
World,2/12/2020,45181,2072,1115,97,0,0
World,2/13/2020,60332,15151,1370,255,0,0
World,2/14/2020,64547,4215,1383,13,0,0
World,2/15/2020,67107,2560,1527,144,0,0
World,2/16/2020,69269,2162,1669,142,0,0
World,2/17/2020,71336,2067,1775,106,0,0
World,2/18/2020,73331,1995,1873,98,0,0
World,2/19/2020,75195,1864,2012,139,0,0
World,2/20/2020,75727,532,2128,116,0,0
World,2/21/2020,76723,996,2247,119,0,0
World,2/22/2020,77808,1085,2359,112,0,0
World,2/23/2020,78818,1010,2463,104,0,0
World,2/24/2020,79341,523,2619,156,0,0
World,2/25/2020,80136,795,2698,79,0,0
World,2/26/2020,81003,867,2762,64,0,0
World,2/27/2020,82117,1114,2800,38,0,0
World,2/28/2020,83388,1271,2857,57,0,0
World,2/29/2020,85248,1860,2921,64,0,0
World,3/1/2020,87073,1825,2979,58,0,0
World,3/2/2020,89159,2086,3046,67,0,0
World,3/3/2020,91017,1858,3118,72,0,0
World,3/4/2020,93332,2315,3202,84,0,0
World,3/5/2020,95689,2357,3282,80,0,0
World,3/6/2020,98749,3060,3384,102,0,0
World,3/7/2020,102869,4120,3488,104,0,0
World,3/8/2020,106847,3978,3585,97,0,0
World,3/9/2020,111026,4179,3813,228,0,0
World,3/10/2020,115844,4818,4021,208,0,0
World,3/11/2020,120962,5118,4294,273,0,0
World,3/12/2020,128884,7922,4629,335,0,0
World,3/13/2020,138358,9474,4979,350,0,0
World,3/14/2020,148813,10455,5422,443,0,0
World,3/15/2020,161013,12200,5789,367,0,0
World,3/16/2020,173492,12479,6540,751,0,0
World,3/17/2020,187733,14241,7146,606,0,0
World,3/18/2020,204825,17092,7957,811,0,0
World,3/19/2020,225119,20294,8920,963,0,0
World,3/20/2020,256315,31196,9995,1075,0,0
World,3/21/2020,288303,31988,11382,1387,0,0
World,3/22/2020,322529,34226,13098,1716,0,0
World,3/23/2020,356799,34270,14789,1691,0,0
World,3/24/2020,401369,44570,16643,1854,0,0
World,3/25/2020,443905,42536,18958,2315,0,0
World,3/26/2020,497740,53835,21603,2645,0,0
World,3/27/2020,558849,61109,24417,2814,0,0
World,3/28/2020,624034,65185,27909,3492,0,0
World,3/29/2020,686888,62854,31499,3590,0,0
World,3/30/2020,744252,57364,34730,3231,0,0
World,3/31/2020,808965,64713,38723,3993,0,0
World,4/1/2020,883804,74839,43400,4677,0,0
World,4/2/2020,961451,77647,48415,5015,0,0
World,4/3/2020,1039097,77646,53441,5026,0,0
World,4/4/2020,1121096,81999,60227,6786,0,0
World,4/5/2020,1206366,85270,66525,6298,0,0
World,4/6/2020,1272626,66260,71296,4771,0,0
World,4/7/2020,1345891,73265,76641,5345,0,0
World,4/8/2020,1423285,77394,84217,7576,0,0
World,4/9/2020,1508343,85058,90787,6570,0,0
World,4/10/2020,1595776,87433,98211,7424,0,0
World,4/11/2020,1685399,89623,105227,7016,0,0
World,4/12/2020,1760764,75365,111291,6064,0,0
World,4/13/2020,1829287,68523,116626,5335,0,0
World,4/14/2020,1894542,65255,122016,5390,0,0
World,4/15/2020,1971519,76977,129635,7619,0,0
World,4/16/2020,2050331,78812,140126,10491,0,0
World,4/17/2020,2134761,84430,148653,8527,0,0
World,4/18/2020,2217038,82277,157116,8463,0,0
World,4/19/2020,2296734,79696,163489,6373,0,0
World,4/20/2020,2367237,70503,168477,4988,0,0
World,4/21/2020,2441893,74656,173927,5450,0,0
World,4/22/2020,2529214,87321,181170,7243,0,0
World,4/23/2020,2595818,66604,187105,5935,0,0
World,4/24/2020,2674605,78787,194440,7335,0,0
World,4/25/2020,2747755,73150,199799,5359,0,0
World,4/26/2020,2847602,99847,205959,6160,0,0
World,4/27/2020,2929436,81834,209872,3913,0,0
World,4/28/2020,2996209,66773,214771,4899,0,0
World,4/29/2020,3069037,72828,221337,6566,0,0
World,4/30/2020,3148547,79510,227899,6562,0,0
World,5/1/2020,3234220,85673,233549,5650,0,0
World,5/2/2020,3322751,88531,239126,5577,0,0
World,5/3/2020,3403382,80631,243934,4808,0,0
World,5/4/2020,3480405,77023,247640,3706,0,0
World,5/5/2020,3558014,77609,251626,3986,0,0
World,5/6/2020,3637570,79556,257583,5957,0,0
World,5/7/2020,3725873,88303,263707,6124,0,0
World,5/8/2020,3818689,92816,269349,5642,0,0
World,5/9/2020,3908387,89698,274461,5112,0,0
World,5/10/2020,3996805,88418,278867,4406,0,0
World,5/11/2020,4071339,74534,282293,3426,0,0
World,5/12/2020,4142710,71371,285883,3590,0,0
World,5/13/2020,4229829,87119,291640,5757,0,0
World,5/14/2020,4317319,87490,296658,5018,0,0
World,5/15/2020,4414503,97184,301914,5256,0,0
World,5/16/2020,4512734,98231,306973,5059,0,0
World,5/17/2020,4605708,92974,311197,4224,0,0
World,5/18/2020,4684759,79051,314095,2898,0,0
World,5/19/2020,4772710,87951,317393,3298,0,0
World,5/20/2020,4869088,96378,322577,5184,0,0
World,5/21/2020,4974061,104973,327295,4718,0,0
World,5/22/2020,5082846,108785,332685,5390,0,0
World,5/23/2020,5189649,106803,337331,4646,0,0
World,5/24/2020,5288603,98954,341247,3916,0,0
World,5/25/2020,5380855,92252,342353,1106,0,0
World,5/26/2020,5471806,90951,345721,3368,0,0
World,5/27/2020,5566446,94640,349592,3871,0,0
World,5/28/2020,5670259,103813,354734,5142,0,0
World,5/29/2020,5789591,119332,359376,4642,0,0
World,5/30/2020,5912777,123186,364030,4654,0,0
World,5/31/2020,6040543,127766,368042,4012,0,0
World,6/1/2020,6146168,105625,370956,2914,0,0
World,6/2/2020,6248940,102772,374101,3145,0,0
World,6/3/2020,6362151,113211,378645,4544,0,0
World,6/4/2020,6488667,126516,384161,5516,0,0
World,6/5/2020,6616019,127352,389291,5130,0,0
World,6/6/2020,6749876,133857,393930,4639,0,0
World,6/7/2020,6875263,125387,397717,3787,0,0
World,6/8/2020,6988931,113668,401228,3511,0,0
World,6/9/2020,7097681,108750,404442,3214,0,0
World,6/10/2020,7224452,126771,409295,4853,0,0
World,6/11/2020,7360113,135661,414426,5131,0,0
World,6/12/2020,7496841,136728,419121,4695,0,0
World,6/13/2020,7641831,144990,423768,4647,0,0
World,6/14/2020,7774800,132969,427907,4139,0,0
World,6/15/2020,7894416,119616,431064,3157,0,0
World,6/16/2020,8016008,121592,434441,3377,0,0
World,6/17/2020,8159259,143251,441160,6719,0,0
World,6/18/2020,8337287,178028,446259,5099,0,0
World,6/19/2020,8476097,138810,452534,6275,0,0
World,6/20/2020,8657451,181354,457566,5032,0,0
World,6/21/2020,8816587,159136,461682,4116,0,0
World,6/22/2020,8942873,126286,465649,3967,0,0
World,6/23/2020,9079367,136494,469044,3395,0,0
World,6/24/2020,9243544,164177,474394,5350,0,0
World,6/25/2020,9419365,175821,479609,5215,0,0
World,6/26/2020,9598233,178868,486186,6577,0,0
World,6/27/2020,9787933,189700,490746,4560,0,0
World,6/28/2020,9969180,181247,495337,4591,0,0
World,6/29/2020,10128250,159070,498407,3070,0,0
World,6/30/2020,10290065,161815,502111,3704,0,0
World,7/1/2020,10483862,193797,507734,5623,0,0
World,7/2/2020,10686100,202238,512573,4839,0,0
World,7/3/2020,10894984,208884,517650,5077,0,0
World,7/4/2020,11100784,205800,522662,5012,0,0
World,7/5/2020,11288557,187773,527001,4339,0,0
World,7/6/2020,11465106,176549,530379,3378,0,0
World,7/7/2020,11642268,177162,534220,3841,0,0
World,7/8/2020,11850779,208511,540216,5996,0,0
World,7/9/2020,12066691,215912,545493,5277,0,0
World,7/10/2020,12291652,224961,550876,5383,0,0
World,7/11/2020,12523372,231720,556153,5277,0,0
World,7/12/2020,12739091,215719,560946,4793,0,0
World,7/13/2020,12933284,194193,564836,3890,0,0
World,7/14/2020,13125837,192553,568675,3839,0,0
World,7/15/2020,13350891,225054,574253,5578,0,0
World,7/16/2020,13585179,234288,579754,5501,0,0
World,7/17/2020,13841330,256151,585498,5744,0,0
World,7/18/2020,14090157,248827,592731,7233,0,0
World,7/19/2020,14317177,227020,597709,4978,0,0
World,7/20/2020,14530805,213628,601644,3935,0,0
World,7/21/2020,14735441,204636,605736,4092,0,0
World,7/22/2020,14976977,241536,611859,6123,0,0
World,7/23/2020,15260867,283890,618736,6877,0,0
World,7/24/2020,15536708,275841,628515,9779,0,0
World,7/25/2020,15820995,284287,634771,6256,0,0
World,7/26/2020,16077985,256990,640504,5733,0,0
World,7/27/2020,16307328,229343,644467,3963,0,0
World,7/28/2020,16522675,215347,649123,4656,0,0
World,7/29/2020,16767379,244704,655283,6160,0,0
World,7/30/2020,17067355,299976,661924,6641,0,0
World,7/31/2020,17357580,290225,668307,6383,0,0
World,8/1/2020,17634844,277264,674429,6122,0,0
World,8/2/2020,17896866,262022,680187,5758,0,0
World,8/3/2020,18117779,220913,684420,4233,0,0
World,8/4/2020,18325099,207320,688646,4226,0,0
World,8/5/2020,18581909,256810,695376,6730,0,0
World,8/6/2020,18859750,277841,702474,7098,0,0
World,8/7/2020,19145685,285935,709369,6895,0,0
World,8/8/2020,19421537,275852,715836,6467,0,0
World,8/9/2020,19687227,265690,721470,5634,0,0
World,8/10/2020,19914761,227534,726294,4824,0,0
World,8/11/2020,20135942,221181,731111,4817,0,0
World,8/12/2020,20397550,261608,737248,6137,0,0
World,8/13/2020,20687269,289719,744148,6900,0,0
World,8/14/2020,20972814,285545,754057,9909,0,0
World,8/15/2020,21262239,289425,760297,6240,0,0
World,8/16/2020,21518578,256339,765954,5657,0,0
World,8/17/2020,21748834,230256,770187,4233,0,0
World,8/18/2020,21948477,199643,774484,4297,0,0
World,8/19/2020,22206542,258065,781180,6696,0,0
World,8/20/2020,22487200,280658,787692,6512,0,0
World,8/21/2020,22761653,274453,794045,6353,0,0
World,8/22/2020,23015974,254321,799914,5869,0,0
World,8/23/2020,23279285,263311,805557,5643,0,0
World,8/24/2020,23503506,224221,808897,3340,0,0
World,8/25/2020,23716687,213181,813144,4247,0,0
World,8/26/2020,23973246,256559,819621,6477,0,0
World,8/27/2020,24251508,278262,825915,6294,0,0
World,8/28/2020,24535140,283632,831997,6082,0,0
World,8/29/2020,24812121,276981,837454,5457,0,0
World,8/30/2020,25078175,266054,843151,5697,0,0
World,8/31/2020,25321394,243219,846924,3773,0,0
World,9/1/2020,25566910,245516,850977,4053,0,0
World,9/2/2020,25835915,269005,857489,6512,0,0
World,9/3/2020,26120891,284976,863567,6078,0,0
World,9/4/2020,26400956,280065,869359,5792,0,0
World,9/5/2020,26695863,294907,874983,5624,0,0
World,9/6/2020,26969304,273441,880308,5325,0,0
World,9/7/2020,27215333,246029,889341,9033,0,0
World,9/8/2020,27424350,209017,893161,3820,0,0
World,9/9/2020,27670046,245696,898125,4964,0,0
World,9/10/2020,27959230,289184,904218,6093,0,0
World,9/11/2020,28264922,305692,910110,5892,0,0
World,9/12/2020,28569618,304696,915995,5885,0,0
World,9/13/2020,28853754,284136,920922,4927,0,0
World,9/14/2020,29123697,269943,924802,3880,0,0
World,9/15/2020,29369217,245520,929038,4236,0,0
World,9/16/2020,29672740,303523,935994,6956,0,0
World,9/17/2020,29962456,289716,941431,5437,0,0
World,9/18/2020,30280642,318186,946750,5319,0,0
World,9/19/2020,30592610,311968,952703,5953,0,0
World,9/20/2020,30886115,293505,957776,5073,0,0
World,9/21/2020,31170444,284329,961521,3745,0,0
World,9/22/2020,31439383,268939,965916,4395,0,0
World,9/23/2020,31722093,282710,971981,6065,0,0
World,9/24/2020,32033574,311481,978346,6365,0,0
World,9/25/2020,32354462,320888,984129,5783,0,0
World,9/26/2020,32666063,311601,989706,5577,0,0
World,9/27/2020,32965330,299267,995127,5421,0,0
World,9/28/2020,33245186,279856,998950,3823,0,0
World,9/29/2020,33483698,238512,1002874,3924,0,0
World,9/30/2020,33777638,293940,1009093,6219,0,0
World,10/1/2020,34093647,316009,1015201,6108,0,0
World,10/2/2020,34416817,323170,1023973,8772,0,0
World,10/3/2020,34735607,318790,1029508,5535,0,0
World,10/4/2020,35037519,301912,1034231,4723,0,0
World,10/5/2020,35318537,281018,1038197,3966,0,0
World,10/6/2020,35588953,270416,1042650,4453,0,0
World,10/7/2020,35915709,326756,1048268,5618,0,0
World,10/8/2020,36269334,353625,1054120,5852,0,0
World,10/9/2020,36632373,363039,1063239,9119,0,0
World,10/10/2020,36981602,349229,1068988,5749,0,0
World,10/11/2020,37330602,349000,1073854,4866,0,0
World,10/12/2020,37634383,303781,1077823,3969,0,0
World,10/13/2020,37920146,285763,1081764,3941,0,0
World,10/14/2020,38250840,330694,1087294,5530,0,0
World,10/15/2020,38639222,388382,1093331,6037,0,0
World,10/16/2020,39041795,402573,1099442,6111,0,0
World,10/17/2020,39439100,397305,1105388,5946,0,0
World,10/18/2020,39808687,369587,1110928,5540,0,0
World,10/19/2020,40170738,362051,1114878,3950,0,0
World,10/20/2020,40520156,349418,1119551,4673,0,0
World,10/21/2020,40914984,394828,1125963,6412,0,0
World,10/22/2020,41366960,451976,1132707,6744,0,0
World,10/23/2020,41838966,472006,1139073,6366,0,0
World,10/24/2020,42327325,488359,1145407,6334,0,0
